PDSTIME,M65536,MOD60,FDS_Line,MAG_ID,BR,BTheta,BPhi,BMAG,AVG_BMAG,DELTA,LAMBDA,RMS_RS,RMS_BT,RMS_BPhi,NPTS,DFLAG
1986-01-25 00:00:01.857000+00:00,26855,22,33,1,-14.72,-4.141,-3.217,15.626,15.626,-11.882,195.713,0.013,0.014,0.011,32,
1986-01-25 00:00:03.777000+00:00,26855,22,65,1,-14.729,-4.152,-3.219,15.638,15.638,-11.879,195.744,0.012,0.014,0.011,32,
1986-01-25 00:00:05.697000+00:00,26855,22,97,1,-14.735,-4.16,-3.204,15.643,15.643,-11.821,195.767,0.014,0.005,0.009,32,
1986-01-25 00:00:07.617000+00:00,26855,22,129,1,-14.733,-4.157,-3.204,15.64,15.64,-11.82,195.756,0.013,0.013,0.012,32,
1986-01-25 00:00:09.537000+00:00,26855,22,161,1,-14.726,-4.144,-3.203,15.63,15.63,-11.826,195.719,0.015,0.012,0.01,32,
1986-01-25 00:00:11.457000+00:00,26855,22,193,1,-14.721,-4.151,-3.196,15.625,15.625,-11.801,195.749,0.011,0.008,0.007,32,
1986-01-25 00:00:13.377000+00:00,26855,22,225,1,-14.72,-4.151,-3.195,15.625,15.625,-11.801,195.747,0.013,0.013,0.012,32,
1986-01-25 00:00:15.297000+00:00,26855,22,257,1,-14.724,-4.146,-3.186,15.625,15.625,-11.764,195.726,0.011,0.012,0.01,32,
1986-01-25 00:00:17.217000+00:00,26855,22,289,1,-14.716,-4.145,-3.184,15.617,15.617,-11.762,195.732,0.008,0.01,0.006,32,
1986-01-25 00:00:19.137000+00:00,26855,22,321,1,-14.718,-4.15,-3.184,15.62,15.62,-11.762,195.744,0.016,0.01,0.007,32,
1986-01-25 00:00:21.057000+00:00,26855,22,353,1,-14.71,-4.143,-3.179,15.61,15.61,-11.751,195.73,0.013,0.015,0.008,32,
1986-01-25 00:00:22.977000+00:00,26855,22,385,1,-14.71,-4.138,-3.182,15.609,15.609,-11.762,195.712,0.009,0.01,0.009,32,
1986-01-25 00:00:24.897000+00:00,26855,22,417,1,-14.708,-4.127,-3.185,15.605,15.605,-11.776,195.672,0.014,0.009,0.013,32,
1986-01-25 00:00:26.817000+00:00,26855,22,449,1,-14.704,-4.14,-3.181,15.603,15.603,-11.763,195.723,0.014,0.019,0.008,32,
1986-01-25 00:00:28.737000+00:00,26855,22,481,1,-14.706,-4.134,-3.176,15.602,15.602,-11.744,195.7,0.009,0.012,0.008,32,
1986-01-25 00:00:30.657000+00:00,26855,22,513,1,-14.704,-4.142,-3.175,15.603,15.603,-11.74,195.731,0.014,0.009,0.015,32,
1986-01-25 00:00:32.577000+00:00,26855,22,545,1,-14.706,-4.139,-3.176,15.604,15.604,-11.745,195.718,0.014,0.011,0.01,32,
1986-01-25 00:00:34.497000+00:00,26855,22,577,1,-14.702,-4.143,-3.172,15.601,15.601,-11.732,195.738,0.013,0.007,0.011,32,
1986-01-25 00:00:36.417000+00:00,26855,22,609,1,-14.703,-4.137,-3.169,15.599,15.599,-11.723,195.716,0.013,0.007,0.011,32,
1986-01-25 00:00:38.337000+00:00,26855,22,641,1,-14.695,-4.148,-3.17,15.594,15.594,-11.73,195.763,0.014,0.013,0.01,32,
1986-01-25 00:00:40.257000+00:00,26855,22,673,1,-14.702,-4.136,-3.171,15.599,15.599,-11.728,195.713,0.008,0.01,0.01,32,
1986-01-25 00:00:42.177000+00:00,26855,22,705,1,-14.69,-4.133,-3.175,15.587,15.587,-11.753,195.715,0.016,0.006,0.014,32,
1986-01-25 00:00:44.097000+00:00,26855,22,737,1,-14.695,-4.143,-3.167,15.593,15.593,-11.717,195.743,0.012,0.009,0.008,32,
1986-01-25 00:00:46.017000+00:00,26855,22,769,1,-14.688,-4.122,-3.166,15.58,15.58,-11.725,195.677,0.009,0.01,0.012,32,
1986-01-25 00:00:47.937000+00:00,26855,23,1,1,-14.696,-4.118,-3.166,15.587,15.587,-11.721,195.655,0.016,0.014,0.012,32,
1986-01-25 00:00:49.857000+00:00,26855,23,33,1,-14.682,-4.123,-3.166,15.575,15.575,-11.729,195.687,0.009,0.012,0.015,32,
1986-01-25 00:00:51.777000+00:00,26855,23,65,1,-14.675,-4.128,-3.162,15.57,15.57,-11.717,195.712,0.008,0.012,0.011,32,
1986-01-25 00:00:53.697000+00:00,26855,23,97,1,-14.681,-4.123,-3.164,15.573,15.573,-11.721,195.689,0.013,0.01,0.014,32,
1986-01-25 00:00:55.617000+00:00,26855,23,129,1,-14.684,-4.131,-3.16,15.578,15.578,-11.703,195.714,0.009,0.009,0.011,32,
1986-01-25 00:00:57.537000+00:00,26855,23,161,1,-14.678,-4.14,-3.153,15.574,15.574,-11.683,195.75,0.014,0.01,0.014,32,
1986-01-25 00:00:59.457000+00:00,26855,23,193,1,-14.662,-4.127,-3.148,15.554,15.554,-11.676,195.72,0.013,0.01,0.009,32,
1986-01-25 00:01:01.377000+00:00,26855,23,225,1,-14.669,-4.126,-3.148,15.56,15.56,-11.671,195.711,0.01,0.007,0.016,32,
1986-01-25 00:01:03.297000+00:00,26855,23,257,1,-14.658,-4.135,-3.139,15.55,15.55,-11.645,195.752,0.015,0.015,0.01,32,
1986-01-25 00:01:05.217000+00:00,26855,23,289,1,-14.654,-4.125,-3.137,15.543,15.543,-11.644,195.721,0.016,0.01,0.009,32,
1986-01-25 00:01:07.137000+00:00,26855,23,321,1,-14.654,-4.131,-3.134,15.544,15.544,-11.63,195.744,0.01,0.009,0.016,32,
1986-01-25 00:01:09.057000+00:00,26855,23,353,1,-14.654,-4.128,-3.138,15.544,15.544,-11.647,195.734,0.018,0.011,0.011,32,
1986-01-25 00:01:10.977000+00:00,26855,23,385,1,-14.651,-4.125,-3.13,15.539,15.539,-11.621,195.725,0.014,0.013,0.015,32,
1986-01-25 00:01:12.897000+00:00,26855,23,417,1,-14.653,-4.123,-3.122,15.539,15.539,-11.591,195.716,0.007,0.005,0.01,32,
1986-01-25 00:01:14.817000+00:00,26855,23,449,1,-14.648,-4.126,-3.127,15.536,15.536,-11.61,195.732,0.015,0.012,0.012,32,
1986-01-25 00:01:16.737000+00:00,26855,23,481,1,-14.645,-4.128,-3.118,15.532,15.532,-11.579,195.743,0.012,0.011,0.012,32,
1986-01-25 00:01:18.657000+00:00,26855,23,513,1,-14.641,-4.13,-3.113,15.527,15.527,-11.565,195.753,0.005,0.008,0.014,32,
1986-01-25 00:01:20.577000+00:00,26855,23,545,1,-14.636,-4.133,-3.118,15.525,15.525,-11.588,195.768,0.013,0.01,0.011,32,
1986-01-25 00:01:22.497000+00:00,26855,23,577,1,-14.645,-4.132,-3.119,15.533,15.533,-11.583,195.754,0.011,0.011,0.015,32,
1986-01-25 00:01:24.417000+00:00,26855,23,609,1,-14.65,-4.114,-3.113,15.531,15.532,-11.562,195.686,0.007,0.01,0.013,32,
1986-01-25 00:01:26.337000+00:00,26855,23,641,1,-14.638,-4.121,-3.116,15.523,15.523,-11.582,195.725,0.013,0.007,0.012,32,
1986-01-25 00:01:28.257000+00:00,26855,23,673,1,-14.62,-4.119,-3.116,15.506,15.506,-11.592,195.733,0.013,0.01,0.014,32,
1986-01-25 00:01:30.177000+00:00,26855,23,705,1,-14.623,-4.113,-3.113,15.506,15.506,-11.582,195.709,0.009,0.013,0.009,32,
1986-01-25 00:01:32.097000+00:00,26855,23,737,1,-14.628,-4.121,-3.105,15.512,15.512,-11.547,195.732,0.016,0.012,0.008,32,
1986-01-25 00:01:34.017000+00:00,26855,23,769,1,-14.632,-4.117,-3.102,15.514,15.514,-11.533,195.715,0.01,0.013,0.017,32,
1986-01-25 00:01:35.937000+00:00,26855,24,1,1,-14.626,-4.112,-3.105,15.507,15.507,-11.55,195.705,0.011,0.01,0.008,32,
1986-01-25 00:01:37.857000+00:00,26855,24,33,1,-14.63,-4.12,-3.097,15.512,15.512,-11.516,195.728,0.008,0.006,0.013,32,
1986-01-25 00:01:39.777000+00:00,26855,24,65,1,-14.61,-4.117,-3.091,15.491,15.491,-11.508,195.737,0.012,0.019,0.009,32,
1986-01-25 00:01:41.697000+00:00,26855,24,97,1,-14.606,-4.115,-3.089,15.486,15.486,-11.507,195.733,0.008,0.011,0.01,32,
1986-01-25 00:01:43.617000+00:00,26855,24,129,1,-14.605,-4.107,-3.086,15.482,15.482,-11.496,195.706,0.012,0.008,0.012,32,
1986-01-25 00:01:45.537000+00:00,26855,24,161,1,-14.601,-4.117,-3.086,15.481,15.481,-11.498,195.748,0.017,0.013,0.011,32,
1986-01-25 00:01:47.457000+00:00,26855,24,193,1,-14.599,-4.107,-3.086,15.476,15.476,-11.501,195.714,0.013,0.011,0.013,32,
1986-01-25 00:01:49.377000+00:00,26855,24,225,1,-14.597,-4.109,-3.083,15.474,15.474,-11.493,195.72,0.008,0.008,0.007,32,
1986-01-25 00:01:51.297000+00:00,26855,24,257,1,-14.6,-4.108,-3.085,15.478,15.478,-11.498,195.714,0.012,0.01,0.009,32,
1986-01-25 00:01:53.217000+00:00,26855,24,289,1,-14.603,-4.098,-3.09,15.479,15.479,-11.514,195.678,0.012,0.013,0.015,32,
1986-01-25 00:01:55.137000+00:00,26855,24,321,1,-14.601,-4.111,-3.087,15.48,15.48,-11.505,195.726,0.009,0.011,0.015,32,
1986-01-25 00:01:57.057000+00:00,26855,24,353,1,-14.59,-4.115,-3.072,15.468,15.468,-11.456,195.749,0.012,0.011,0.007,32,
1986-01-25 00:01:58.977000+00:00,26855,24,385,1,-14.593,-4.113,-3.081,15.472,15.472,-11.485,195.741,0.012,0.012,0.014,32,
1986-01-25 00:02:00.897000+00:00,26855,24,417,1,-14.593,-4.104,-3.072,15.468,15.468,-11.455,195.709,0.011,0.007,0.014,32,
1986-01-25 00:02:02.817000+00:00,26855,24,449,1,-14.589,-4.103,-3.066,15.462,15.462,-11.437,195.71,0.01,0.014,0.007,32,
1986-01-25 00:02:04.737000+00:00,26855,24,481,1,-14.581,-4.103,-3.067,15.455,15.455,-11.447,195.716,0.01,0.011,0.01,32,
1986-01-25 00:02:06.657000+00:00,26855,24,513,1,-14.592,-4.108,-3.06,15.465,15.465,-11.412,195.721,0.013,0.007,0.008,32,
1986-01-25 00:02:08.577000+00:00,26855,24,545,1,-14.588,-4.102,-3.063,15.46,15.46,-11.428,195.706,0.01,0.01,0.008,32,
1986-01-25 00:02:10.497000+00:00,26855,24,577,1,-14.579,-4.106,-3.066,15.453,15.453,-11.443,195.728,0.011,0.011,0.013,32,
1986-01-25 00:02:12.417000+00:00,26855,24,609,1,-14.578,-4.111,-3.051,15.451,15.451,-11.389,195.747,0.01,0.01,0.007,32,
1986-01-25 00:02:14.337000+00:00,26855,24,641,1,-14.576,-4.12,-3.053,15.452,15.452,-11.397,195.782,0.006,0.013,0.011,32,
1986-01-25 00:02:16.257000+00:00,26855,24,673,1,-14.583,-4.121,-3.056,15.459,15.459,-11.4,195.781,0.011,0.012,0.014,32,
1986-01-25 00:02:18.177000+00:00,26855,24,705,1,-14.575,-4.111,-3.056,15.449,15.449,-11.408,195.753,0.011,0.012,0.012,32,
1986-01-25 00:02:20.097000+00:00,26855,24,737,1,-14.571,-4.105,-3.049,15.442,15.442,-11.388,195.734,0.007,0.014,0.009,32,
1986-01-25 00:02:22.017000+00:00,26855,24,769,1,-14.57,-4.11,-3.041,15.441,15.441,-11.359,195.752,0.014,0.006,0.016,32,
1986-01-25 00:02:23.937000+00:00,26855,25,1,1,-14.57,-4.108,-3.048,15.442,15.442,-11.384,195.746,0.009,0.009,0.015,32,
1986-01-25 00:02:25.857000+00:00,26855,25,33,1,-14.574,-4.109,-3.051,15.446,15.446,-11.393,195.744,0.009,0.01,0.011,32,
1986-01-25 00:02:27.777000+00:00,26855,25,65,1,-14.56,-4.11,-3.042,15.431,15.431,-11.37,195.762,0.013,0.013,0.01,32,
1986-01-25 00:02:29.697000+00:00,26855,25,97,1,-14.566,-4.107,-3.045,15.437,15.437,-11.375,195.747,0.007,0.005,0.013,32,
1986-01-25 00:02:31.617000+00:00,26855,25,129,1,-14.564,-4.111,-3.042,15.436,15.436,-11.365,195.763,0.011,0.012,0.008,32,
1986-01-25 00:02:33.537000+00:00,26855,25,161,1,-14.558,-4.105,-3.037,15.427,15.428,-11.353,195.747,0.015,0.009,0.008,32,
1986-01-25 00:02:35.457000+00:00,26855,25,193,1,-14.553,-4.118,-3.042,15.427,15.427,-11.372,195.801,0.014,0.007,0.013,32,
1986-01-25 00:02:37.377000+00:00,26855,25,225,1,-14.544,-4.115,-3.03,15.415,15.415,-11.336,195.798,0.012,0.009,0.011,32,
1986-01-25 00:02:39.297000+00:00,26855,25,257,1,-14.539,-4.109,-3.033,15.41,15.41,-11.353,195.781,0.012,0.014,0.009,32,
1986-01-25 00:02:41.217000+00:00,26855,25,289,1,-14.55,-4.118,-3.025,15.421,15.421,-11.311,195.802,0.01,0.007,0.014,32,
1986-01-25 00:02:43.137000+00:00,26855,25,321,1,-14.552,-4.109,-3.026,15.421,15.421,-11.318,195.766,0.009,0.013,0.009,32,
1986-01-25 00:02:45.057000+00:00,26855,25,353,1,-14.535,-4.117,-3.024,15.406,15.406,-11.319,195.814,0.014,0.012,0.008,32,
1986-01-25 00:02:46.977000+00:00,26855,25,385,1,-14.542,-4.107,-3.02,15.409,15.409,-11.302,195.77,0.011,0.01,0.014,32,
1986-01-25 00:02:48.897000+00:00,26855,25,417,1,-14.543,-4.123,-3.009,15.412,15.412,-11.26,195.827,0.012,0.011,0.007,32,
1986-01-25 00:02:50.817000+00:00,26855,25,449,1,-14.526,-4.129,-3.007,15.397,15.397,-11.264,195.866,0.014,0.008,0.008,32,
1986-01-25 00:02:52.737000+00:00,26855,25,481,1,-14.526,-4.168,-2.997,15.406,15.406,-11.218,196.009,0.008,0.01,0.014,32,
1986-01-25 00:02:54.657000+00:00,26855,25,513,1,-14.52,-4.174,-2.985,15.399,15.399,-11.176,196.037,0.01,0.016,0.013,32,
1986-01-25 00:02:56.577000+00:00,26855,25,545,1,-14.51,-4.196,-2.973,15.394,15.394,-11.136,196.128,0.009,0.011,0.011,32,
1986-01-25 00:02:58.497000+00:00,26855,25,577,1,-14.515,-4.203,-2.966,15.4,15.4,-11.105,196.15,0.015,0.01,0.011,32,
1986-01-25 00:03:00.417000+00:00,26855,25,609,1,-14.506,-4.202,-2.963,15.391,15.391,-11.101,196.156,0.009,0.015,0.012,32,
1986-01-25 00:03:02.337000+00:00,26855,25,641,1,-14.501,-4.207,-2.968,15.388,15.388,-11.122,196.178,0.009,0.014,0.011,32,
1986-01-25 00:03:04.257000+00:00,26855,25,673,1,-14.498,-4.213,-2.961,15.386,15.386,-11.097,196.205,0.011,0.008,0.01,32,
1986-01-25 00:03:06.177000+00:00,26855,25,705,1,-14.492,-4.216,-2.951,15.379,15.379,-11.063,196.219,0.009,0.013,0.01,32,
1986-01-25 00:03:08.097000+00:00,26855,25,737,1,-14.495,-4.207,-2.95,15.379,15.379,-11.058,196.186,0.011,0.007,0.014,32,
1986-01-25 00:03:10.017000+00:00,26855,25,769,1,-14.492,-4.207,-2.939,15.374,15.374,-11.022,196.189,0.009,0.009,0.008,22,
1986-01-25 00:03:11.937000+00:00,26855,26,1,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:13.857000+00:00,26855,26,33,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:15.777000+00:00,26855,26,65,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:17.697000+00:00,26855,26,97,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:19.617000+00:00,26855,26,129,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:21.537000+00:00,26855,26,161,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:23.457000+00:00,26855,26,193,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:25.377000+00:00,26855,26,225,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:27.297000+00:00,26855,26,257,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:29.217000+00:00,26855,26,289,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:31.137000+00:00,26855,26,321,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:33.057000+00:00,26855,26,353,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:34.977000+00:00,26855,26,385,1,,,,,,,,,,,0,T    R
1986-01-25 00:03:36.897000+00:00,26855,26,417,1,-14.497,-4.097,-2.975,15.355,15.355,-11.171,195.782,,,0.021,32,T    R
1986-01-25 00:03:38.817000+00:00,26855,26,449,1,-14.494,-4.097,-2.961,15.349,15.349,-11.121,195.785,,0.014,0.008,32,T    R
1986-01-25 00:03:40.737000+00:00,26855,26,481,1,-14.478,-4.102,-2.964,15.337,15.337,-11.144,195.818,,0.014,0.01,32,T    R
1986-01-25 00:03:42.657000+00:00,26855,26,513,1,-14.473,-4.085,-2.964,15.327,15.327,-11.149,195.763,,0.009,0.014,32,T    R
1986-01-25 00:03:44.577000+00:00,26855,26,545,1,-14.469,-4.09,-2.964,15.325,15.325,-11.151,195.784,,0.013,0.012,32,T    R
1986-01-25 00:03:46.497000+00:00,26855,26,577,1,-14.46,-4.1,-2.965,15.32,15.32,-11.158,195.83,,0.01,0.012,32,T    R
1986-01-25 00:03:48.417000+00:00,26855,26,609,1,-14.471,-4.094,-2.96,15.327,15.327,-11.135,195.797,,0.012,0.014,32,T    R
1986-01-25 00:03:50.337000+00:00,26855,26,641,1,-14.461,-4.091,-2.959,15.316,15.316,-11.139,195.795,,0.014,0.011,32,T    R
1986-01-25 00:03:52.257000+00:00,26855,26,673,1,-14.465,-4.09,-2.964,15.32,15.32,-11.154,195.787,,0.012,0.011,32,T    R
1986-01-25 00:03:54.177000+00:00,26855,26,705,1,-14.45,-4.085,-2.958,15.303,15.303,-11.144,195.785,,0.009,0.013,32,T    R
1986-01-25 00:03:56.097000+00:00,26855,26,737,1,-14.445,-4.088,-2.955,15.3,15.3,-11.134,195.801,,0.014,0.012,32,T    R
1986-01-25 00:03:58.017000+00:00,26855,26,769,1,-14.449,-4.096,-2.953,15.306,15.306,-11.126,195.827,,0.008,0.013,32,T    R
1986-01-25 00:03:59.937000+00:00,26855,27,1,1,-14.45,-4.102,-2.95,15.308,15.308,-11.11,195.849,0.017,0.007,0.011,32,
1986-01-25 00:04:01.857000+00:00,26855,27,33,1,-14.449,-4.094,-2.946,15.303,15.303,-11.098,195.818,0.014,0.013,0.013,32,
1986-01-25 00:04:03.777000+00:00,26855,27,65,1,-14.435,-4.095,-2.941,15.288,15.288,-11.091,195.836,0.014,0.019,0.013,32,
1986-01-25 00:04:05.697000+00:00,26855,27,97,1,-14.443,-4.1,-2.944,15.298,15.298,-11.096,195.85,0.015,0.007,0.009,32,
1986-01-25 00:04:07.617000+00:00,26855,27,129,1,-14.443,-4.101,-2.941,15.298,15.298,-11.085,195.851,0.012,0.012,0.012,32,
1986-01-25 00:04:09.537000+00:00,26855,27,161,1,-14.439,-4.098,-2.946,15.295,15.295,-11.105,195.845,0.015,0.014,0.014,32,
1986-01-25 00:04:11.457000+00:00,26855,27,193,1,-14.438,-4.09,-2.946,15.292,15.292,-11.106,195.817,0.015,0.007,0.008,32,
1986-01-25 00:04:13.377000+00:00,26855,27,225,1,-14.432,-4.098,-2.935,15.287,15.287,-11.069,195.851,0.012,0.014,0.013,32,
1986-01-25 00:04:15.297000+00:00,26855,27,257,1,-14.427,-4.093,-2.931,15.278,15.278,-11.06,195.838,0.008,0.013,0.009,32,
1986-01-25 00:04:17.217000+00:00,26855,27,289,1,-14.432,-4.092,-2.938,15.285,15.285,-11.082,195.831,0.015,0.011,0.011,32,
1986-01-25 00:04:19.137000+00:00,26855,27,321,1,-14.415,-4.094,-2.936,15.269,15.269,-11.087,195.855,0.008,0.012,0.014,32,
1986-01-25 00:04:21.057000+00:00,26855,27,353,1,-14.411,-4.096,-2.928,15.264,15.264,-11.059,195.869,0.009,0.008,0.01,32,
1986-01-25 00:04:22.977000+00:00,26855,27,385,1,-14.422,-4.09,-2.934,15.275,15.275,-11.073,195.831,0.015,0.013,0.007,32,
1986-01-25 00:04:24.897000+00:00,26855,27,417,1,-14.418,-4.099,-2.928,15.272,15.272,-11.055,195.869,0.009,0.013,0.015,32,
1986-01-25 00:04:26.817000+00:00,26855,27,449,1,-14.412,-4.092,-2.918,15.262,15.262,-11.022,195.85,0.009,0.018,0.008,32,
1986-01-25 00:04:28.737000+00:00,26855,27,481,1,-14.403,-4.093,-2.92,15.254,15.254,-11.035,195.866,0.012,0.014,0.009,32,
1986-01-25 00:04:30.657000+00:00,26855,27,513,1,-14.396,-4.098,-2.921,15.249,15.249,-11.042,195.89,0.009,0.013,0.018,32,
1986-01-25 00:04:32.577000+00:00,26855,27,545,1,-14.401,-4.1,-2.911,15.253,15.253,-11.002,195.893,0.009,0.015,0.008,32,
1986-01-25 00:04:34.497000+00:00,26855,27,577,1,-14.398,-4.095,-2.911,15.249,15.249,-11.006,195.875,0.016,0.009,0.008,32,
1986-01-25 00:04:36.417000+00:00,26855,27,609,1,-14.395,-4.1,-2.912,15.248,15.248,-11.009,195.899,0.012,0.014,0.012,32,
1986-01-25 00:04:38.337000+00:00,26855,27,641,1,-14.393,-4.112,-2.907,15.248,15.248,-10.992,195.942,0.006,0.016,0.008,32,
1986-01-25 00:04:40.257000+00:00,26855,27,673,1,-14.396,-4.106,-2.905,15.248,15.248,-10.982,195.919,0.014,0.008,0.01,32,
1986-01-25 00:04:42.177000+00:00,26855,27,705,1,-14.392,-4.111,-2.91,15.247,15.247,-11.002,195.941,0.007,0.008,0.015,32,
1986-01-25 00:04:44.097000+00:00,26855,27,737,1,-14.384,-4.106,-2.911,15.238,15.238,-11.013,195.934,0.011,0.014,0.014,32,
1986-01-25 00:04:46.017000+00:00,26855,27,769,1,-14.387,-4.088,-2.899,15.235,15.235,-10.97,195.864,0.014,0.012,0.011,32,
1986-01-25 00:04:47.937000+00:00,26855,28,1,1,-14.382,-4.088,-2.901,15.23,15.23,-10.979,195.869,0.01,0.011,0.011,32,
1986-01-25 00:04:49.857000+00:00,26855,28,33,1,-14.375,-4.09,-2.894,15.223,15.223,-10.958,195.883,0.01,0.012,0.019,32,
1986-01-25 00:04:51.777000+00:00,26855,28,65,1,-14.363,-4.08,-2.887,15.207,15.207,-10.943,195.859,0.011,0.015,0.011,32,
1986-01-25 00:04:53.697000+00:00,26855,28,97,1,-14.369,-4.086,-2.889,15.215,15.215,-10.947,195.873,0.015,0.012,0.015,32,
1986-01-25 00:04:55.617000+00:00,26855,28,129,1,-14.376,-4.084,-2.89,15.22,15.22,-10.945,195.859,0.008,0.01,0.019,32,
1986-01-25 00:04:57.537000+00:00,26855,28,161,1,-14.356,-4.088,-2.888,15.203,15.203,-10.95,195.896,0.013,0.012,0.009,32,
1986-01-25 00:04:59.457000+00:00,26855,28,193,1,-14.354,-4.086,-2.894,15.202,15.202,-10.973,195.891,0.015,0.006,0.013,32,
1986-01-25 00:05:01.377000+00:00,26855,28,225,1,-14.365,-4.094,-2.889,15.213,15.213,-10.947,195.908,0.012,0.013,0.014,32,
1986-01-25 00:05:03.297000+00:00,26855,28,257,1,-14.353,-4.093,-2.88,15.2,15.2,-10.921,195.917,0.013,0.015,0.01,32,
1986-01-25 00:05:05.217000+00:00,26855,28,289,1,-14.357,-4.092,-2.88,15.203,15.203,-10.92,195.91,0.016,0.01,0.01,32,
1986-01-25 00:05:07.137000+00:00,26855,28,321,1,-14.358,-4.095,-2.882,15.205,15.205,-10.925,195.92,0.013,0.011,0.012,32,
1986-01-25 00:05:09.057000+00:00,26855,28,353,1,-14.352,-4.1,-2.889,15.202,15.202,-10.956,195.945,0.013,0.013,0.009,32,
1986-01-25 00:05:10.977000+00:00,26855,28,385,1,-14.348,-4.089,-2.87,15.193,15.193,-10.888,195.908,0.014,0.018,0.014,32,
1986-01-25 00:05:12.897000+00:00,26855,28,417,1,-14.341,-4.1,-2.864,15.187,15.187,-10.871,195.954,0.008,0.01,0.009,32,
1986-01-25 00:05:14.817000+00:00,26855,28,449,1,-14.337,-4.106,-2.876,15.187,15.187,-10.915,195.98,0.01,0.015,0.012,32,
1986-01-25 00:05:16.737000+00:00,26855,28,481,1,-14.339,-4.11,-2.878,15.19,15.19,-10.921,195.996,0.018,0.007,0.013,32,
1986-01-25 00:05:18.657000+00:00,26855,28,513,1,-14.318,-4.115,-2.872,15.171,15.171,-10.913,196.036,0.006,0.008,0.017,32,
1986-01-25 00:05:20.577000+00:00,26855,28,545,1,-14.329,-4.12,-2.864,15.181,15.181,-10.873,196.041,0.013,0.016,0.008,32,
1986-01-25 00:05:22.497000+00:00,26855,28,577,1,-14.337,-4.11,-2.863,15.187,15.187,-10.865,195.998,0.01,0.006,0.012,32,
1986-01-25 00:05:24.417000+00:00,26855,28,609,1,-14.326,-4.108,-2.864,15.176,15.176,-10.879,196.001,0.006,0.013,0.015,32,
1986-01-25 00:05:26.337000+00:00,26855,28,641,1,-14.318,-4.111,-2.87,15.17,15.17,-10.906,196.018,0.012,0.016,0.009,32,
1986-01-25 00:05:28.257000+00:00,26855,28,673,1,-14.331,-4.101,-2.871,15.179,15.179,-10.903,195.97,0.014,0.011,0.016,32,
1986-01-25 00:05:30.177000+00:00,26855,28,705,1,-14.328,-4.111,-2.864,15.177,15.178,-10.878,196.01,0.012,0.011,0.013,32,
1986-01-25 00:05:32.097000+00:00,26855,28,737,1,-14.321,-4.107,-2.859,15.17,15.17,-10.865,196.0,0.013,0.016,0.006,32,
1986-01-25 00:05:34.017000+00:00,26855,28,769,1,-14.305,-4.117,-2.865,15.159,15.159,-10.894,196.057,0.015,0.01,0.012,32,
1986-01-25 00:05:35.937000+00:00,26855,29,1,1,-14.298,-4.1,-2.86,15.147,15.147,-10.885,196.001,0.019,0.009,0.008,32,
1986-01-25 00:05:37.857000+00:00,26855,29,33,1,-14.296,-4.106,-2.864,15.148,15.148,-10.899,196.024,0.01,0.01,0.015,32,
1986-01-25 00:05:39.777000+00:00,26855,29,65,1,-14.29,-4.108,-2.858,15.143,15.143,-10.88,196.038,0.015,0.009,0.011,32,
1986-01-25 00:05:41.697000+00:00,26855,29,97,1,-14.29,-4.111,-2.858,15.139,15.139,-10.884,196.049,0.013,0.015,0.008,32,
1986-01-25 00:05:43.617000+00:00,26855,29,129,1,-14.286,-4.111,-2.847,15.132,15.132,-10.845,196.055,0.013,0.006,0.011,32,
1986-01-25 00:05:45.537000+00:00,26855,29,161,1,-14.283,-4.116,-2.848,15.13,15.13,-10.851,196.077,0.013,0.008,0.01,32,
1986-01-25 00:05:47.457000+00:00,26855,29,193,1,-14.273,-4.114,-2.848,15.121,15.121,-10.856,196.08,0.016,0.008,0.009,32,
1986-01-25 00:05:49.377000+00:00,26855,29,225,1,-14.276,-4.115,-2.854,15.125,15.125,-10.876,196.08,0.01,0.006,0.015,32,
1986-01-25 00:05:51.297000+00:00,26855,29,257,1,-14.279,-4.109,-2.854,15.127,15.127,-10.874,196.055,0.011,0.012,0.014,32,
1986-01-25 00:05:53.217000+00:00,26855,29,289,1,-14.275,-4.099,-2.839,15.123,15.123,-10.82,196.023,0.017,0.007,0.007,32,
1986-01-25 00:05:55.137000+00:00,26855,29,321,1,-14.275,-4.095,-2.832,15.12,15.12,-10.797,196.008,0.012,0.007,0.016,32,
1986-01-25 00:05:57.057000+00:00,26855,29,353,1,-14.273,-4.099,-2.834,15.119,15.119,-10.805,196.022,0.014,0.012,0.015,32,
1986-01-25 00:05:58.977000+00:00,26855,29,385,1,-14.276,-4.095,-2.838,15.12,15.12,-10.82,196.004,0.014,0.011,0.008,32,
1986-01-25 00:06:00.897000+00:00,26855,29,417,1,-14.274,-4.103,-2.833,15.119,15.119,-10.798,196.037,0.014,0.008,0.015,32,
