PDSTIME,M65536,MOD60,FDS_Line,MAG_ID,BR,BTheta,BPhi,BMAG,AVG_BMAG,DELTA,LAMBDA,RMS_RS,RMS_BT,RMS_BPhi,NPTS,DFLAG
1986-01-25 02:23:10.008000+00:00,26858,20,769,1,,,,,,,,,,,0,T
1986-01-25 02:23:59.928000+00:00,26858,22,1,1,,,,,,,,,,,0,T
1986-01-25 02:24:01.848000+00:00,26858,22,33,1,,,,,,,,,,,0,T
1986-01-25 02:24:03.768000+00:00,26858,22,65,1,,,,,,,,,,,0,T
1986-01-25 02:24:05.688000+00:00,26858,22,97,1,,,,,,,,,,,0,T
1986-01-25 02:24:07.608000+00:00,26858,22,129,1,,,,,,,,,,,0,T
1986-01-25 02:24:09.528000+00:00,26858,22,161,1,,,,,,,,,,,0,T
1986-01-25 02:24:11.448000+00:00,26858,22,193,1,,,,,,,,,,,0,T
1986-01-25 02:24:13.368000+00:00,26858,22,225,1,,,,,,,,,,,0,T
1986-01-25 02:24:15.288000+00:00,26858,22,257,1,,,,,,,,,,,0,T
1986-01-25 02:24:17.208000+00:00,26858,22,289,1,,,,,,,,,,,0,T
1986-01-25 02:24:19.128000+00:00,26858,22,321,1,,,,,,,,,,,0,T
1986-01-25 02:24:21.048000+00:00,26858,22,353,1,,,,,,,,,,,0,T
1986-01-25 02:24:22.968000+00:00,26858,22,385,1,,,,,,,,,,,0,T
1986-01-25 02:24:24.888000+00:00,26858,22,417,1,,,,,,,,,,,0,T
1986-01-25 02:24:26.808000+00:00,26858,22,449,1,,,,,,,,,,,0,T
1986-01-25 02:24:28.728000+00:00,26858,22,481,1,-7.214,-1.614,1.095,7.473,7.473,8.424,192.609,,,0.01,27,T
1986-01-25 02:24:30.648000+00:00,26858,22,513,1,-7.217,-1.608,1.095,7.474,7.474,8.426,192.558,,,0.014,32,T
1986-01-25 02:24:32.568000+00:00,26858,22,545,1,-7.217,-1.609,1.094,7.475,7.475,8.415,192.572,,,0.015,32,T
1986-01-25 02:24:34.488000+00:00,26858,22,577,1,-7.217,-1.601,1.098,7.473,7.473,8.446,192.511,,,0.011,32,T
1986-01-25 02:24:36.408000+00:00,26858,22,609,1,-7.22,-1.602,1.1,7.477,7.477,8.459,192.508,,,0.017,32,T
1986-01-25 02:24:38.328000+00:00,26858,22,641,1,-7.214,-1.611,1.094,7.473,7.473,8.422,192.592,,0.016,0.014,32,T
1986-01-25 02:24:40.248000+00:00,26858,22,673,1,-7.206,-1.606,1.095,7.464,7.464,8.435,192.565,,0.013,0.012,32,T
1986-01-25 02:24:42.168000+00:00,26858,22,705,1,-7.204,-1.601,1.098,7.461,7.461,8.462,192.531,,0.008,0.013,32,T
1986-01-25 02:24:44.088000+00:00,26858,22,737,1,-7.206,-1.607,1.105,7.465,7.465,8.509,192.571,,0.015,0.011,32,T
1986-01-25 02:24:46.008000+00:00,26858,22,769,1,-7.206,-1.611,1.106,7.466,7.466,8.52,192.6,,0.013,0.01,32,T
1986-01-25 02:24:47.928000+00:00,26858,23,1,1,-7.19,-1.598,1.109,7.449,7.449,8.561,192.53,0.012,0.011,0.014,32,
1986-01-25 02:24:49.848000+00:00,26858,23,33,1,-7.194,-1.598,1.109,7.452,7.452,8.556,192.522,0.014,0.012,0.013,32,
1986-01-25 02:24:51.768000+00:00,26858,23,65,1,-7.188,-1.6,1.116,7.448,7.448,8.615,192.545,0.012,0.017,0.015,32,
1986-01-25 02:24:53.688000+00:00,26858,23,97,1,-7.197,-1.598,1.105,7.455,7.455,8.527,192.519,0.014,0.01,0.012,32,
1986-01-25 02:24:55.608000+00:00,26858,23,129,1,-7.197,-1.609,1.1,7.456,7.456,8.486,192.602,0.013,0.014,0.013,32,
1986-01-25 02:24:57.528000+00:00,26858,23,161,1,-7.204,-1.598,1.093,7.46,7.46,8.425,192.506,0.012,0.018,0.012,32,
1986-01-25 02:24:59.448000+00:00,26858,23,193,1,-7.191,-1.612,1.092,7.45,7.45,8.431,192.636,0.014,0.009,0.011,32,
1986-01-25 02:25:01.368000+00:00,26858,23,225,1,-7.203,-1.595,1.099,7.459,7.459,8.471,192.489,0.012,0.012,0.014,32,
1986-01-25 02:25:03.288000+00:00,26858,23,257,1,-7.198,-1.595,1.099,7.454,7.454,8.478,192.492,0.012,0.014,0.013,32,
1986-01-25 02:25:05.208000+00:00,26858,23,289,1,-7.18,-1.595,1.089,7.436,7.436,8.421,192.527,0.015,0.012,0.013,32,
1986-01-25 02:25:07.128000+00:00,26858,23,321,1,-7.192,-1.601,1.089,7.448,7.448,8.404,192.55,0.012,0.012,0.013,32,
1986-01-25 02:25:09.048000+00:00,26858,23,353,1,-7.191,-1.596,1.093,7.447,7.447,8.438,192.514,0.011,0.018,0.013,32,
1986-01-25 02:25:10.968000+00:00,26858,23,385,1,-7.197,-1.588,1.094,7.451,7.451,8.446,192.444,0.015,0.009,0.012,32,
1986-01-25 02:25:12.888000+00:00,26858,23,417,1,-7.196,-1.587,1.1,7.451,7.451,8.49,192.439,0.011,0.011,0.017,32,
1986-01-25 02:25:14.808000+00:00,26858,23,449,1,-7.19,-1.593,1.092,7.445,7.445,8.433,192.492,0.011,0.014,0.013,32,
1986-01-25 02:25:16.728000+00:00,26858,23,481,1,-7.191,-1.587,1.105,7.446,7.446,8.531,192.444,0.015,0.013,0.01,32,
1986-01-25 02:25:18.648000+00:00,26858,23,513,1,-7.192,-1.586,1.108,7.447,7.447,8.553,192.44,0.01,0.011,0.014,32,
1986-01-25 02:25:20.568000+00:00,26858,23,545,1,-7.188,-1.585,1.109,7.444,7.444,8.566,192.438,0.007,0.018,0.012,32,
1986-01-25 02:25:22.488000+00:00,26858,23,577,1,-7.188,-1.586,1.116,7.445,7.445,8.618,192.443,0.017,0.011,0.009,32,
1986-01-25 02:25:24.408000+00:00,26858,23,609,1,-7.185,-1.595,1.107,7.442,7.442,8.555,192.513,0.012,0.014,0.008,32,
1986-01-25 02:25:26.328000+00:00,26858,23,641,1,-7.197,-1.584,1.106,7.451,7.451,8.534,192.41,0.011,0.012,0.01,32,
1986-01-25 02:25:28.248000+00:00,26858,23,673,1,-7.185,-1.588,1.099,7.44,7.44,8.498,192.465,0.016,0.01,0.012,32,
1986-01-25 02:25:30.168000+00:00,26858,23,705,1,-7.183,-1.582,1.111,7.438,7.438,8.587,192.421,0.01,0.012,0.009,32,
1986-01-25 02:25:32.088000+00:00,26858,23,737,1,-7.185,-1.582,1.122,7.442,7.442,8.669,192.415,0.012,0.013,0.013,32,
1986-01-25 02:25:34.008000+00:00,26858,23,769,1,-7.19,-1.575,1.121,7.446,7.446,8.662,192.353,0.017,0.013,0.01,32,
1986-01-25 02:25:35.928000+00:00,26858,24,1,1,-7.186,-1.575,1.112,7.441,7.441,8.599,192.359,0.012,0.013,0.014,32,
1986-01-25 02:25:37.848000+00:00,26858,24,33,1,-7.182,-1.582,1.112,7.437,7.437,8.597,192.425,0.01,0.013,0.011,32,
1986-01-25 02:25:39.768000+00:00,26858,24,65,1,-7.173,-1.589,1.121,7.432,7.432,8.673,192.489,0.009,0.014,0.011,32,
1986-01-25 02:25:41.688000+00:00,26858,24,97,1,-7.19,-1.587,1.116,7.447,7.447,8.616,192.447,0.015,0.011,0.014,32,
1986-01-25 02:25:43.608000+00:00,26858,24,129,1,-7.18,-1.582,1.106,7.435,7.435,8.556,192.428,0.013,0.009,0.014,32,
1986-01-25 02:25:45.528000+00:00,26858,24,161,1,-7.18,-1.575,1.108,7.434,7.434,8.569,192.371,0.011,0.012,0.009,32,
1986-01-25 02:25:47.448000+00:00,26858,24,193,1,-7.171,-1.586,1.107,7.427,7.427,8.573,192.468,0.015,0.009,0.013,32,
1986-01-25 02:25:49.368000+00:00,26858,24,225,1,-7.172,-1.58,1.109,7.427,7.427,8.584,192.422,0.012,0.015,0.014,32,
1986-01-25 02:25:51.288000+00:00,26858,24,257,1,-7.172,-1.587,1.106,7.429,7.429,8.565,192.475,0.012,0.015,0.011,32,
1986-01-25 02:25:53.208000+00:00,26858,24,289,1,-7.172,-1.575,1.108,7.426,7.426,8.58,192.385,0.014,0.012,0.016,32,
1986-01-25 02:25:55.128000+00:00,26858,24,321,1,-7.162,-1.571,1.109,7.415,7.415,8.599,192.374,0.012,0.014,0.014,32,
1986-01-25 02:25:57.048000+00:00,26858,24,353,1,-7.162,-1.579,1.111,7.418,7.418,8.616,192.435,0.012,0.013,0.008,32,
1986-01-25 02:25:58.968000+00:00,26858,24,385,1,-7.161,-1.588,1.108,7.418,7.418,8.591,192.502,0.019,0.012,0.014,32,
1986-01-25 02:26:00.888000+00:00,26858,24,417,1,-7.155,-1.572,1.11,7.409,7.409,8.615,192.391,0.012,0.011,0.012,32,
1986-01-25 02:26:02.808000+00:00,26858,24,449,1,-7.162,-1.573,1.108,7.416,7.416,8.595,192.388,0.01,0.014,0.013,32,
1986-01-25 02:26:04.728000+00:00,26858,24,481,1,-7.159,-1.568,1.116,7.413,7.413,8.658,192.351,0.015,0.01,0.013,32,
1986-01-25 02:26:06.648000+00:00,26858,24,513,1,-7.16,-1.566,1.115,7.414,7.414,8.652,192.337,0.009,0.014,0.015,32,
1986-01-25 02:26:08.568000+00:00,26858,24,545,1,-7.156,-1.566,1.12,7.41,7.41,8.694,192.342,0.01,0.014,0.013,32,
1986-01-25 02:26:10.488000+00:00,26858,24,577,1,-7.164,-1.57,1.109,7.418,7.418,8.6,192.362,0.015,0.012,0.011,32,
1986-01-25 02:26:12.408000+00:00,26858,24,609,1,-7.159,-1.574,1.108,7.414,7.414,8.595,192.398,0.014,0.012,0.013,32,
1986-01-25 02:26:14.328000+00:00,26858,24,641,1,-7.154,-1.572,1.104,7.408,7.408,8.569,192.39,0.01,0.012,0.012,32,
1986-01-25 02:26:16.248000+00:00,26858,24,673,1,-7.155,-1.575,1.117,7.411,7.411,8.671,192.413,0.014,0.01,0.016,32,
1986-01-25 02:26:18.168000+00:00,26858,24,705,1,-7.158,-1.582,1.115,7.416,7.416,8.651,192.464,0.011,0.015,0.012,32,
1986-01-25 02:26:20.088000+00:00,26858,24,737,1,-7.151,-1.575,1.115,7.407,7.407,8.654,192.421,0.012,0.009,0.009,32,
1986-01-25 02:26:22.008000+00:00,26858,24,769,1,-7.147,-1.567,1.111,7.4,7.4,8.637,192.364,0.015,0.008,0.014,32,
1986-01-25 02:26:23.928000+00:00,26858,25,1,1,-7.145,-1.566,1.108,7.398,7.398,8.614,192.365,0.018,0.009,0.011,32,
1986-01-25 02:26:25.848000+00:00,26858,25,33,1,-7.144,-1.571,1.102,7.397,7.397,8.567,192.402,0.007,0.013,0.012,32,
1986-01-25 02:26:27.768000+00:00,26858,25,65,1,-7.146,-1.575,1.102,7.4,7.4,8.568,192.433,0.015,0.015,0.006,32,
1986-01-25 02:26:29.688000+00:00,26858,25,97,1,-7.145,-1.581,1.104,7.401,7.401,8.578,192.477,0.014,0.009,0.01,32,
1986-01-25 02:26:31.608000+00:00,26858,25,129,1,-7.148,-1.584,1.112,7.406,7.406,8.633,192.497,0.013,0.009,0.016,32,
1986-01-25 02:26:33.528000+00:00,26858,25,161,1,-7.154,-1.583,1.108,7.411,7.411,8.6,192.476,0.013,0.014,0.004,32,
1986-01-25 02:26:35.448000+00:00,26858,25,193,1,-7.143,-1.58,1.109,7.399,7.399,8.623,192.472,0.012,0.011,0.009,32,
1986-01-25 02:26:37.368000+00:00,26858,25,225,1,-7.145,-1.574,1.11,7.4,7.4,8.626,192.421,0.009,0.012,0.013,32,
1986-01-25 02:26:39.288000+00:00,26858,25,257,1,-7.143,-1.571,1.111,7.398,7.398,8.641,192.407,0.016,0.014,0.006,32,
1986-01-25 02:26:41.208000+00:00,26858,25,289,1,-7.136,-1.567,1.097,7.388,7.388,8.541,192.388,0.013,0.01,0.008,32,
1986-01-25 02:26:43.128000+00:00,26858,25,321,1,-7.134,-1.563,1.11,7.387,7.387,8.644,192.356,0.012,0.013,0.015,32,
1986-01-25 02:26:45.048000+00:00,26858,25,353,1,-7.136,-1.57,1.105,7.39,7.39,8.602,192.405,0.014,0.014,0.013,32,
1986-01-25 02:26:46.968000+00:00,26858,25,385,1,-7.132,-1.57,1.113,7.387,7.387,8.662,192.418,0.014,0.01,0.006,32,
1986-01-25 02:26:48.888000+00:00,26858,25,417,1,-7.128,-1.575,1.106,7.383,7.383,8.617,192.457,0.012,0.014,0.013,32,
1986-01-25 02:26:50.808000+00:00,26858,25,449,1,-7.131,-1.564,1.113,7.385,7.385,8.664,192.371,0.014,0.015,0.005,32,
1986-01-25 02:26:52.728000+00:00,26858,25,481,1,-7.132,-1.565,1.113,7.386,7.386,8.665,192.374,0.016,0.013,0.01,32,
1986-01-25 02:26:54.648000+00:00,26858,25,513,1,-7.12,-1.566,1.102,7.373,7.373,8.598,192.408,0.013,0.014,0.013,32,
1986-01-25 02:26:56.568000+00:00,26858,25,545,1,-7.12,-1.557,1.112,7.373,7.373,8.677,192.337,0.016,0.016,0.011,32,
1986-01-25 02:26:58.488000+00:00,26858,25,577,1,-7.115,-1.551,1.113,7.367,7.367,8.69,192.298,0.015,0.011,0.012,32,
1986-01-25 02:27:00.408000+00:00,26858,25,609,1,-7.115,-1.55,1.113,7.367,7.367,8.686,192.292,0.013,0.013,0.014,32,
1986-01-25 02:27:02.328000+00:00,26858,25,641,1,-7.111,-1.562,1.114,7.365,7.365,8.695,192.391,0.012,0.011,0.009,32,
1986-01-25 02:27:04.248000+00:00,26858,25,673,1,-7.12,-1.557,1.109,7.372,7.372,8.654,192.337,0.014,0.01,0.011,32,
1986-01-25 02:27:06.168000+00:00,26858,25,705,1,-7.122,-1.563,1.103,7.374,7.374,8.602,192.381,0.01,0.012,0.016,32,
1986-01-25 02:27:08.088000+00:00,26858,25,737,1,-7.128,-1.56,1.108,7.381,7.381,8.631,192.344,0.015,0.012,0.008,32,
1986-01-25 02:27:10.008000+00:00,26858,25,769,1,-7.11,-1.559,1.105,7.362,7.362,8.633,192.366,0.013,0.01,0.008,32,
1986-01-25 02:27:11.928000+00:00,26858,26,1,1,-7.124,-1.556,1.102,7.375,7.375,8.596,192.323,0.013,0.006,0.009,32,
1986-01-25 02:27:13.848000+00:00,26858,26,33,1,-7.117,-1.56,1.103,7.369,7.369,8.605,192.364,0.008,0.006,0.011,32,
1986-01-25 02:27:15.768000+00:00,26858,26,65,1,-7.112,-1.568,1.098,7.365,7.365,8.573,192.436,0.012,0.011,0.009,32,
1986-01-25 02:27:17.688000+00:00,26858,26,97,1,-7.109,-1.566,1.1,7.362,7.362,8.592,192.424,0.018,0.011,0.008,32,
1986-01-25 02:27:19.608000+00:00,26858,26,129,1,-7.114,-1.561,1.103,7.366,7.366,8.613,192.376,0.007,0.008,0.012,32,
1986-01-25 02:27:21.528000+00:00,26858,26,161,1,-7.106,-1.56,1.095,7.357,7.357,8.561,192.384,0.01,0.012,0.008,32,
1986-01-25 02:27:23.448000+00:00,26858,26,193,1,-7.107,-1.561,1.107,7.36,7.36,8.65,192.385,0.012,0.01,0.007,32,
1986-01-25 02:27:25.368000+00:00,26858,26,225,1,-7.108,-1.557,1.104,7.36,7.36,8.627,192.355,0.009,0.005,0.015,32,
1986-01-25 02:27:27.288000+00:00,26858,26,257,1,-7.108,-1.558,1.105,7.36,7.36,8.634,192.36,0.012,0.016,0.009,32,
1986-01-25 02:27:29.208000+00:00,26858,26,289,1,-7.113,-1.553,1.118,7.366,7.366,8.731,192.319,0.013,0.007,0.009,32,
1986-01-25 02:27:31.128000+00:00,26858,26,321,1,-7.113,-1.55,1.119,7.365,7.365,8.735,192.297,0.006,0.009,0.014,32,
1986-01-25 02:27:33.048000+00:00,26858,26,353,1,-7.106,-1.55,1.109,7.357,7.357,8.669,192.307,0.006,0.015,0.011,32,
1986-01-25 02:27:34.968000+00:00,26858,26,385,1,-7.098,-1.558,1.1,7.35,7.35,8.61,192.383,0.015,0.011,0.014,32,
1986-01-25 02:27:36.888000+00:00,26858,26,417,1,-7.109,-1.557,1.108,7.361,7.361,8.659,192.351,0.007,0.01,0.014,32,
1986-01-25 02:27:38.808000+00:00,26858,26,449,1,-7.104,-1.557,1.104,7.356,7.356,8.635,192.365,0.011,0.015,0.009,32,
1986-01-25 02:27:40.728000+00:00,26858,26,481,1,-7.096,-1.554,1.105,7.348,7.348,8.653,192.352,0.011,0.011,0.011,32,
1986-01-25 02:27:42.648000+00:00,26858,26,513,1,-7.096,-1.551,1.11,7.348,7.348,8.685,192.327,0.009,0.006,0.015,32,
1986-01-25 02:27:44.568000+00:00,26858,26,545,1,-7.103,-1.544,1.115,7.354,7.354,8.723,192.26,0.008,0.014,0.009,32,
1986-01-25 02:27:46.488000+00:00,26858,26,577,1,-7.102,-1.546,1.115,7.353,7.353,8.724,192.284,0.018,0.006,0.008,32,
1986-01-25 02:27:48.408000+00:00,26858,26,609,1,-7.1,-1.552,1.113,7.353,7.353,8.709,192.33,0.008,0.008,0.013,32,
1986-01-25 02:27:50.328000+00:00,26858,26,641,1,-7.097,-1.552,1.12,7.35,7.35,8.767,192.335,0.006,0.015,0.008,32,
1986-01-25 02:27:52.248000+00:00,26858,26,673,1,-7.102,-1.55,1.115,7.354,7.354,8.724,192.313,0.015,0.007,0.008,32,
1986-01-25 02:27:54.168000+00:00,26858,26,705,1,-7.104,-1.55,1.103,7.355,7.355,8.626,192.308,0.008,0.012,0.012,32,
1986-01-25 02:27:56.088000+00:00,26858,26,737,1,-7.107,-1.553,1.104,7.358,7.358,8.634,192.324,0.004,0.016,0.01,32,
1986-01-25 02:27:58.008000+00:00,26858,26,769,1,-7.101,-1.542,1.118,7.352,7.352,8.75,192.252,0.018,0.007,0.01,32,
1986-01-25 02:27:59.927000+00:00,26858,27,1,1,-7.081,-1.533,1.123,7.331,7.331,8.808,192.218,0.006,0.007,0.016,32,
1986-01-25 02:28:01.847000+00:00,26858,27,33,1,-7.088,-1.544,1.113,7.339,7.339,8.725,192.292,0.007,0.013,0.011,32,
1986-01-25 02:28:03.767000+00:00,26858,27,65,1,-7.089,-1.537,1.118,7.339,7.339,8.762,192.235,0.011,0.011,0.011,32,
1986-01-25 02:28:05.687000+00:00,26858,27,97,1,-7.102,-1.538,1.12,7.353,7.353,8.766,192.218,0.013,0.009,0.012,32,
1986-01-25 02:28:07.607000+00:00,26858,27,129,1,-7.086,-1.545,1.107,7.337,7.337,8.677,192.3,0.006,0.016,0.012,32,
1986-01-25 02:28:09.527000+00:00,26858,27,161,1,-7.089,-1.549,1.113,7.341,7.341,8.718,192.322,0.012,0.013,0.011,32,
1986-01-25 02:28:11.447000+00:00,26858,27,193,1,-7.093,-1.546,1.111,7.344,7.344,8.705,192.293,0.009,0.008,0.009,32,
1986-01-25 02:28:13.367000+00:00,26858,27,225,1,-7.092,-1.546,1.112,7.343,7.343,8.711,192.294,0.01,0.018,0.008,32,
1986-01-25 02:28:15.287000+00:00,26858,27,257,1,-7.09,-1.546,1.11,7.341,7.341,8.698,192.302,0.012,0.008,0.007,32,
1986-01-25 02:28:17.207000+00:00,26858,27,289,1,-7.09,-1.54,1.118,7.341,7.341,8.764,192.251,0.012,0.009,0.014,32,
1986-01-25 02:28:19.127000+00:00,26858,27,321,1,-7.089,-1.541,1.112,7.34,7.34,8.712,192.265,0.007,0.013,0.01,32,
1986-01-25 02:28:21.047000+00:00,26858,27,353,1,-7.088,-1.536,1.117,7.338,7.338,8.752,192.23,0.009,0.011,0.009,32,
1986-01-25 02:28:22.967000+00:00,26858,27,385,1,-7.087,-1.542,1.118,7.339,7.339,8.764,192.274,0.014,0.01,0.013,32,
1986-01-25 02:28:24.887000+00:00,26858,27,417,1,-7.083,-1.539,1.118,7.334,7.334,8.772,192.258,0.01,0.017,0.011,32,
1986-01-25 02:28:26.807000+00:00,26858,27,449,1,-7.097,-1.543,1.121,7.349,7.349,8.775,192.268,0.016,0.01,0.014,32,
1986-01-25 02:28:28.727000+00:00,26858,27,481,1,-7.08,-1.532,1.117,7.329,7.329,8.768,192.212,0.012,0.008,0.011,32,
1986-01-25 02:28:30.647000+00:00,26858,27,513,1,-7.075,-1.533,1.113,7.324,7.324,8.741,192.224,0.005,0.016,0.009,32,
1986-01-25 02:28:32.567000+00:00,26858,27,545,1,-7.067,-1.536,1.11,7.317,7.317,8.729,192.264,0.012,0.009,0.01,32,
1986-01-25 02:28:34.487000+00:00,26858,27,577,1,-7.067,-1.527,1.125,7.317,7.317,8.843,192.194,0.012,0.004,0.008,32,
1986-01-25 02:28:36.407000+00:00,26858,27,609,1,-7.073,-1.536,1.117,7.323,7.323,8.772,192.25,0.007,0.01,0.008,32,
1986-01-25 02:28:38.327000+00:00,26858,27,641,1,-7.07,-1.527,1.122,7.32,7.32,8.819,192.188,0.013,0.009,0.008,32,
1986-01-25 02:28:40.247000+00:00,26858,27,673,1,-7.061,-1.522,1.114,7.309,7.309,8.767,192.165,0.016,0.011,0.016,32,
1986-01-25 02:28:42.167000+00:00,26858,27,705,1,-7.063,-1.523,1.121,7.312,7.312,8.818,192.171,0.008,0.015,0.011,32,
1986-01-25 02:28:44.087000+00:00,26858,27,737,1,-7.063,-1.532,1.117,7.313,7.313,8.788,192.238,0.014,0.011,0.008,32,
1986-01-25 02:28:46.007000+00:00,26858,27,769,1,-7.058,-1.533,1.118,7.309,7.309,8.801,192.252,0.012,0.011,0.012,32,
1986-01-25 02:28:47.927000+00:00,26858,28,1,1,-7.063,-1.528,1.113,7.312,7.312,8.759,192.211,0.011,0.008,0.014,32,
1986-01-25 02:28:49.847000+00:00,26858,28,33,1,-7.061,-1.527,1.115,7.31,7.31,8.771,192.203,0.011,0.013,0.009,32,
1986-01-25 02:28:51.767000+00:00,26858,28,65,1,-7.058,-1.534,1.11,7.307,7.307,8.737,192.265,0.007,0.012,0.009,32,
1986-01-25 02:28:53.687000+00:00,26858,28,97,1,-7.048,-1.531,1.117,7.298,7.298,8.804,192.254,0.008,0.009,0.013,32,
1986-01-25 02:28:55.607000+00:00,26858,28,129,1,-7.054,-1.529,1.123,7.304,7.304,8.844,192.233,0.009,0.012,0.01,32,
1986-01-25 02:28:57.527000+00:00,26858,28,161,1,-7.049,-1.528,1.109,7.298,7.298,8.743,192.23,0.01,0.01,0.008,32,
1986-01-25 02:28:59.447000+00:00,26858,28,193,1,-7.052,-1.528,1.121,7.302,7.302,8.827,192.229,0.012,0.013,0.017,32,
1986-01-25 02:29:01.367000+00:00,26858,28,225,1,-7.052,-1.527,1.114,7.301,7.301,8.774,192.214,0.009,0.011,0.012,32,
1986-01-25 02:29:03.287000+00:00,26858,28,257,1,-7.044,-1.528,1.118,7.294,7.294,8.815,192.241,0.009,0.011,0.008,32,
1986-01-25 02:29:05.207000+00:00,26858,28,289,1,-7.048,-1.528,1.116,7.298,7.298,8.8,192.235,0.012,0.012,0.013,32,
1986-01-25 02:29:07.127000+00:00,26858,28,321,1,-7.055,-1.524,1.117,7.304,7.304,8.801,192.188,0.008,0.011,0.008,32,
1986-01-25 02:29:09.047000+00:00,26858,28,353,1,-7.053,-1.522,1.117,7.302,7.302,8.8,192.18,0.012,0.009,0.014,32,
1986-01-25 02:29:10.967000+00:00,26858,28,385,1,-7.048,-1.514,1.115,7.295,7.295,8.793,192.124,0.013,0.008,0.012,32,
1986-01-25 02:29:12.887000+00:00,26858,28,417,1,-7.043,-1.511,1.12,7.29,7.29,8.835,192.105,0.006,0.011,0.015,32,
1986-01-25 02:29:14.807000+00:00,26858,28,449,1,-7.037,-1.52,1.109,7.284,7.284,8.761,192.186,0.013,0.007,0.009,32,
1986-01-25 02:29:16.727000+00:00,26858,28,481,1,-7.031,-1.52,1.116,7.279,7.279,8.82,192.197,0.013,0.015,0.01,32,
1986-01-25 02:29:18.647000+00:00,26858,28,513,1,-7.031,-1.525,1.115,7.281,7.281,8.807,192.241,0.009,0.015,0.015,32,
1986-01-25 02:29:20.567000+00:00,26858,28,545,1,-7.026,-1.52,1.12,7.275,7.275,8.858,192.205,0.011,0.013,0.012,32,
1986-01-25 02:29:22.487000+00:00,26858,28,577,1,-7.029,-1.527,1.119,7.28,7.28,8.843,192.253,0.012,0.01,0.011,32,
1986-01-25 02:29:24.407000+00:00,26858,28,609,1,-7.022,-1.518,1.12,7.271,7.271,8.857,192.196,0.01,0.014,0.014,32,
1986-01-25 02:29:26.327000+00:00,26858,28,641,1,-7.028,-1.506,1.121,7.275,7.275,8.862,192.098,0.011,0.012,0.011,32,
1986-01-25 02:29:28.247000+00:00,26858,28,673,1,-7.029,-1.5,1.125,7.275,7.275,8.893,192.045,0.011,0.008,0.011,32,
1986-01-25 02:29:30.167000+00:00,26858,28,705,1,-7.025,-1.495,1.131,7.27,7.27,8.947,192.016,0.012,0.014,0.014,32,
1986-01-25 02:29:32.087000+00:00,26858,28,737,1,-7.019,-1.497,1.126,7.265,7.265,8.918,192.038,0.011,0.012,0.012,32,
1986-01-25 02:29:34.007000+00:00,26858,28,769,1,-7.011,-1.503,1.119,7.257,7.257,8.869,192.097,0.01,0.009,0.007,32,
1986-01-25 02:29:35.927000+00:00,26858,29,1,1,-7.025,-1.499,1.108,7.268,7.268,8.765,192.044,0.014,0.012,0.01,32,
1986-01-25 02:29:37.847000+00:00,26858,29,33,1,-7.027,-1.499,1.116,7.271,7.271,8.828,192.041,0.012,0.013,0.008,32,
1986-01-25 02:29:39.767000+00:00,26858,29,65,1,-7.021,-1.498,1.11,7.265,7.265,8.791,192.045,0.015,0.008,0.014,32,
1986-01-25 02:29:41.687000+00:00,26858,29,97,1,-7.015,-1.509,1.116,7.261,7.261,8.843,192.137,0.011,0.012,0.013,32,
1986-01-25 02:29:43.607000+00:00,26858,29,129,1,-7.026,-1.503,1.108,7.27,7.27,8.765,192.07,0.012,0.015,0.007,32,
1986-01-25 02:29:45.527000+00:00,26858,29,161,1,-7.025,-1.511,1.109,7.271,7.271,8.771,192.137,0.014,0.01,0.011,32,
1986-01-25 02:29:47.447000+00:00,26858,29,193,1,-7.024,-1.508,1.115,7.27,7.27,8.823,192.117,0.008,0.008,0.011,32,
1986-01-25 02:29:49.367000+00:00,26858,29,225,1,-7.021,-1.508,1.119,7.268,7.268,8.857,192.12,0.013,0.012,0.009,32,
1986-01-25 02:29:51.287000+00:00,26858,29,257,1,-7.024,-1.508,1.113,7.27,7.27,8.808,192.117,0.012,0.007,0.011,32,
1986-01-25 02:29:53.207000+00:00,26858,29,289,1,-7.024,-1.507,1.112,7.269,7.269,8.796,192.113,0.01,0.01,0.008,32,
1986-01-25 02:29:55.127000+00:00,26858,29,321,1,-7.021,-1.511,1.122,7.269,7.269,8.882,192.147,0.01,0.012,0.01,32,
1986-01-25 02:29:57.047000+00:00,26858,29,353,1,-7.016,-1.514,1.12,7.264,7.265,8.865,192.177,0.011,0.009,0.012,32,
1986-01-25 02:29:58.967000+00:00,26858,29,385,1,-7.016,-1.511,1.127,7.265,7.265,8.922,192.157,0.011,0.009,0.009,32,
1986-01-25 02:30:00.887000+00:00,26858,29,417,1,-7.019,-1.509,1.126,7.267,7.267,8.912,192.133,0.013,0.012,0.009,32,
1986-01-25 02:30:02.807000+00:00,26858,29,449,1,-7.017,-1.494,1.111,7.26,7.26,8.8,192.022,0.013,0.01,0.01,32,
1986-01-25 02:30:04.727000+00:00,26858,29,481,1,-7.007,-1.5,1.116,7.252,7.252,8.851,192.085,0.008,0.011,0.006,32,
1986-01-25 02:30:06.647000+00:00,26858,29,513,1,-7.016,-1.498,1.121,7.261,7.261,8.878,192.052,0.013,0.013,0.01,32,
1986-01-25 02:30:08.567000+00:00,26858,29,545,1,-7.018,-1.5,1.115,7.263,7.263,8.834,192.065,0.015,0.011,0.014,32,
