PDSTIME,Radius,Colatitude,Longitude,Br,Btheta,Bphi
1986-01-24T19:51:11,6.026037,160.60399999999998,-15.865,-54.868,98.625,64.276
1986-01-24T19:51:59,6.047879,160.77800000000002,-16.593,-54.41,98.095,62.614
1986-01-24T19:52:47,6.069792,160.95,-17.325,-54.026,97.569,60.924
1986-01-24T19:53:35,6.091771,161.12,-18.062,-53.52,97.088,59.271
1986-01-24T19:54:23,6.113815,161.287,-18.802,-53.155,96.48,57.659
1986-01-24T19:55:11,6.135927,161.452,-19.547,-52.705,95.945,56.161
1986-01-24T19:55:59,6.158104,161.615,-20.297,-52.271,95.351,54.6
1986-01-24T19:56:47,6.180347,161.776,-21.05,-51.825,94.811,53.052
1986-01-24T19:57:35,6.202653,161.934,-21.808,-51.486,94.234,51.513
1986-01-24T19:58:23,6.225025,162.09,-22.571,-51.183,93.658,49.937
1986-01-24T19:59:11,6.247455,162.245,-23.337,-50.865,93.077,48.388
1986-01-24T19:59:59,6.269949,162.39600000000002,-24.109,-50.561,92.499,46.781
1986-01-24T20:00:47,6.292503,162.546,-24.884,-50.25,91.914,45.244
1986-01-24T20:01:35,6.31512,162.69400000000002,-25.664,-49.93,91.316,43.823
1986-01-24T20:02:23,6.337795,162.839,-26.448,-49.538,90.695,42.372
1986-01-24T20:03:11,6.360528,162.983,-27.237,-49.158,90.135,40.881
1986-01-24T20:03:59,6.38332,163.124,-28.03,-48.851,89.558,39.384
1986-01-24T20:04:47,6.40617,163.263,-28.827,-48.604,88.969,37.868
1986-01-24T20:05:35,6.429076,163.4,-29.629,-48.351,88.34,36.38
1986-01-24T20:06:23,6.45204,163.534,-30.435,-48.097,87.743,34.976
1986-01-24T20:07:11,6.475056,163.667,-31.245,-47.843,87.097,33.558
1986-01-24T20:07:59,6.498128,163.797,-32.06,-47.53,86.457,32.225
1986-01-24T20:08:47,6.521255,163.926,-32.879,-47.176,85.848,30.995
1986-01-24T20:09:35,6.544435,164.05200000000002,-33.702,-46.823,85.216,29.7
1986-01-24T20:10:23,6.567669,164.176,-34.529,-46.45,84.609,28.377
1986-01-24T20:11:11,6.590953,164.298,-35.361,-46.131,83.955,27.053
1986-01-24T20:11:59,6.61429,164.418,-36.197,-45.857,83.346,25.788
1986-01-24T20:12:47,6.63768,164.536,-37.037,-45.537,82.729,24.448
1986-01-24T20:13:35,6.661118,164.651,-37.881,-45.335,82.072,23.062
1986-01-24T20:14:23,6.684607,164.765,-38.729,-45.133,81.416,21.765
1986-01-24T20:15:11,6.708143,164.876,-39.581,-44.906,80.724,20.478
1986-01-24T20:15:59,6.731729,164.986,-40.437,-44.612,80.082,19.335
1986-01-24T20:16:47,6.755363,165.09300000000002,-41.297,-44.34,79.373,18.177
1986-01-24T20:17:35,6.779046,165.19799999999998,-42.161,-44.046,78.679,17.085
1986-01-24T20:18:23,6.802773,165.301,-43.029,-43.755,77.993,15.938
1986-01-24T20:19:11,6.82655,165.402,-43.9,-43.529,77.292,14.877
1986-01-24T20:19:59,6.850371,165.501,-44.775,-43.311,76.598,13.741
1986-01-24T20:20:47,6.874238,165.598,-45.653,-43.01,75.926,12.649
1986-01-24T20:21:35,6.898149,165.69299999999998,-46.535,-42.777,75.218,11.51
1986-01-24T20:22:23,6.922104,165.786,-47.42,-42.505,74.524,10.403
1986-01-24T20:23:11,6.946103,165.877,-48.309,-42.362,73.78,9.301
1986-01-24T20:23:59,6.970145,165.966,-49.201,-42.192,73.041,8.292
1986-01-24T20:24:47,6.99423,166.053,-50.096,-42.021,72.307,7.204
1986-01-24T20:25:35,7.018358,166.138,-50.994,-41.825,71.573,6.195
1986-01-24T20:26:23,7.042528,166.22,-51.895,-41.628,70.815,5.142
1986-01-24T20:27:11,7.066738,166.301,-52.799,-41.398,70.082,4.161
1986-01-24T20:27:59,7.09099,166.38,-53.706,-41.132,69.348,3.27
1986-01-24T20:28:47,7.115285,166.457,-54.615,-41.018,68.52,2.273
1986-01-24T20:29:35,7.139614,166.53199999999998,-55.527,-40.855,67.748,1.36
1986-01-24T20:30:23,7.163985,166.60500000000002,-56.441,-40.654,66.996,0.473
1986-01-24T20:31:11,7.188396,166.676,-57.357,-40.454,66.241,-0.418
1986-01-24T20:31:59,7.212844,166.745,-58.276,-40.23,65.502,-1.301
1986-01-24T20:32:47,7.23733,166.812,-59.196,-39.99,64.764,-2.148
1986-01-24T20:33:35,7.261857,166.878,-60.119,-39.762,64.008,-2.979
1986-01-24T20:34:23,7.286419,166.941,-61.043,-39.512,63.012,-4.026
1986-01-24T20:35:11,7.311018,167.003,-61.969,-39.392,62.48,-4.584
1986-01-24T20:35:59,7.33565,167.062,-62.896,-39.193,61.712,-5.363
1986-01-24T20:36:47,7.360323,167.12,-63.825,-38.998,60.937,-6.164
1986-01-24T20:37:35,7.38503,167.176,-64.755,-38.824,60.149,-7.01
1986-01-24T20:38:23,7.40977,167.23000000000002,-65.686,-38.63,59.373,-7.815
1986-01-24T20:39:11,7.434546,167.28199999999998,-66.618,-38.444,58.593,-8.575
1986-01-24T20:39:59,7.459356,167.333,-67.551,-38.25,57.816,-9.298
1986-01-24T20:40:47,7.4842,167.382,-68.484,-38.052,57.041,-9.987
1986-01-24T20:41:35,7.509078,167.429,-69.418,-37.868,56.273,-10.653
1986-01-24T20:42:23,7.53399,167.474,-70.353,-37.665,55.483,-11.337
1986-01-24T20:43:11,7.558935,167.517,-71.287,-37.488,54.712,-11.978
1986-01-24T20:43:59,7.583911,167.559,-72.222,-37.296,53.931,-12.591
1986-01-24T20:44:47,7.608919,167.599,-73.156,-37.128,53.147,-13.197
1986-01-24T20:45:35,7.633961,167.637,-74.091,-36.943,52.368,-13.778
1986-01-24T20:46:23,7.659033,167.674,-75.025,-36.759,51.595,-14.326
1986-01-24T20:47:11,7.684135,167.709,-75.958,-36.615,50.817,-14.855
1986-01-24T20:47:59,7.709269,167.74200000000002,-76.891,-36.435,50.039,-15.41
1986-01-24T20:48:47,7.734431,167.774,-77.823,-36.275,49.241,-15.96
1986-01-24T20:49:35,7.759626,167.804,-78.753,-36.126,48.455,-16.489
1986-01-24T20:50:23,7.784847,167.833,-79.683,-35.968,47.657,-16.993
1986-01-24T20:51:11,7.810102,167.85899999999998,-80.612,-35.831,46.875,-17.455
1986-01-24T20:51:59,7.835384,167.885,-81.539,-35.683,46.085,-17.912
1986-01-24T20:52:47,7.860693,167.909,-82.465,-35.535,45.321,-18.328
1986-01-24T20:53:35,7.886032,167.93099999999998,-83.389,-35.419,44.563,-18.708
1986-01-24T20:54:23,7.9114,167.952,-84.312,-35.225,43.814,-19.119
1986-01-24T20:55:11,7.936794,167.971,-85.231,-35.071,43.052,-19.506
1986-01-24T20:55:59,7.962216,167.989,-86.15,-34.985,42.25,-19.878
1986-01-24T20:56:47,7.987665,168.006,-87.066,-34.918,41.432,-20.245
1986-01-24T20:57:35,8.013142,168.02100000000002,-87.98,-34.838,40.606,-20.592
1986-01-24T20:58:23,8.038644,168.035,-88.892,-34.661,39.902,-20.906
1986-01-24T20:59:11,8.064173,168.047,-89.801,-34.482,39.179,-21.186
1986-01-24T20:59:59,8.089726,168.058,-90.707,-34.346,38.479,-21.44
