PDSTIME              SC_X        SC_Y        SC_Z       SC_R        SC_LAT   SC_LON
1986-01-24T19:54:23   -1.266778   1.479999   -5.795132   6.113815  -71.287   -18.802
1986-01-24T19:55:11   -1.249155   1.482056   -5.821741   6.135927  -71.452   -19.547
1986-01-24T19:55:59   -1.231526   1.484107   -5.848329   6.158104  -71.615   -20.297
1986-01-24T19:56:47   -1.213899   1.486155   -5.874900   6.180347  -71.776   -21.050
1986-01-24T19:57:35   -1.196262   1.488195   -5.901447   6.202653  -71.934   -21.808
1986-01-24T19:58:23   -1.178623   1.490232   -5.927973   6.225025  -72.090   -22.571
1986-01-24T19:59:11   -1.160980   1.492265   -5.954485   6.247455  -72.245   -23.337
1986-01-24T19:59:59   -1.143332   1.494291   -5.980980   6.269949  -72.396   -24.109
1986-01-24T20:00:47   -1.125683   1.496315   -6.007448   6.292503  -72.546   -24.884
1986-01-24T20:01:35   -1.108027   1.498331   -6.033903   6.315120  -72.694   -25.664
1986-01-24T20:02:23   -1.090370   1.500344   -6.060332   6.337795  -72.839   -26.448
1986-01-24T20:03:11   -1.072709   1.502353   -6.086745   6.360528  -72.983   -27.237
1986-01-24T20:03:59   -1.055044   1.504356   -6.113142   6.383320  -73.124   -28.030
1986-01-24T20:04:47   -1.037376   1.506354   -6.139520   6.406170  -73.263   -28.827
1986-01-24T20:05:35   -1.019706   1.508349   -6.165877   6.429076  -73.400   -29.629
1986-01-24T20:06:23   -1.002031   1.510339   -6.192218   6.452040  -73.534   -30.435
1986-01-24T20:07:11   -0.984356   1.512324   -6.218537   6.475056  -73.667   -31.245
1986-01-24T20:07:59   -0.966676   1.514305   -6.244841   6.498128  -73.797   -32.060
1986-01-24T20:08:47   -0.948993   1.516282   -6.271125   6.521255  -73.926   -32.879
1986-01-24T20:09:35   -0.931308   1.518253   -6.297393   6.544435  -74.052   -33.702
1986-01-24T20:10:23   -0.913620   1.520222   -6.323641   6.567669  -74.176   -34.529
1986-01-24T20:11:11   -0.895930   1.522185   -6.349870   6.590953  -74.298   -35.361
1986-01-24T20:11:59   -0.878236   1.524145   -6.376085   6.614290  -74.418   -36.197
1986-01-24T20:12:47   -0.860541   1.526100   -6.402283   6.637680  -74.536   -37.037
1986-01-24T20:13:35   -0.842843   1.528050   -6.428462   6.661118  -74.651   -37.881
1986-01-24T20:14:23   -0.825143   1.529998   -6.454624   6.684607  -74.765   -38.729
1986-01-24T20:15:11   -0.807441   1.531940   -6.480765   6.708143  -74.876   -39.581
1986-01-24T20:15:59   -0.789736   1.533879   -6.506890   6.731729  -74.986   -40.437
1986-01-24T20:16:47   -0.772030   1.535813   -6.533001   6.755363  -75.093   -41.297
1986-01-24T20:17:35   -0.754321   1.537745   -6.559093   6.779046  -75.198   -42.161
1986-01-24T20:18:23   -0.736611   1.539671   -6.585173   6.802773  -75.301   -43.029
1986-01-24T20:19:11   -0.718899   1.541595   -6.611234   6.826550  -75.402   -43.900
1986-01-24T20:19:59   -0.701185   1.543514   -6.637278   6.850371  -75.501   -44.775
1986-01-24T20:20:47   -0.683469   1.545429   -6.663303   6.874238  -75.598   -45.653
1986-01-24T20:21:35   -0.665752   1.547341   -6.689312   6.898149  -75.693   -46.535
1986-01-24T20:22:23   -0.648033   1.549249   -6.715306   6.922104  -75.786   -47.420
1986-01-24T20:23:11   -0.630312   1.551153   -6.741285   6.946103  -75.877   -48.309
1986-01-24T20:23:59   -0.612590   1.553053   -6.767247   6.970145  -75.966   -49.201
1986-01-24T20:24:47   -0.594866   1.554950   -6.793196   6.994230  -76.053   -50.096
1986-01-24T20:25:35   -0.577142   1.556844   -6.819123   7.018358  -76.138   -50.994
1986-01-24T20:26:23   -0.559415   1.558733   -6.845037   7.042528  -76.220   -51.895
1986-01-24T20:27:11   -0.541688   1.560618   -6.870937   7.066738  -76.301   -52.799
1986-01-24T20:27:59   -0.523959   1.562502   -6.896821   7.090990  -76.380   -53.706
1986-01-24T20:28:47   -0.506229   1.564380   -6.922688   7.115285  -76.457   -54.615
1986-01-24T20:29:35   -0.488498   1.566257   -6.948542   7.139614  -76.532   -55.527
1986-01-24T20:30:23   -0.470765   1.568129   -6.974381   7.163985  -76.605   -56.441
1986-01-24T20:31:11   -0.453033   1.569996   -7.000202   7.188396  -76.676   -57.357
1986-01-24T20:31:59   -0.435298   1.571862   -7.026010   7.212844  -76.745   -58.276
1986-01-24T20:32:47   -0.417564   1.573724   -7.051805   7.237330  -76.812   -59.196
1986-01-24T20:33:35   -0.399828   1.575583   -7.077580   7.261857  -76.878   -60.119
1986-01-24T20:34:23   -0.382091   1.577438   -7.103345   7.286419  -76.941   -61.043
1986-01-24T20:35:11   -0.364353   1.579291   -7.129094   7.311018  -77.003   -61.969
1986-01-24T20:35:59   -0.346615   1.581140   -7.154828   7.335650  -77.062   -62.896
1986-01-24T20:36:47   -0.328876   1.582985   -7.180548   7.360323  -77.120   -63.825
1986-01-24T20:37:35   -0.311136   1.584827   -7.206254   7.385030  -77.176   -64.755
1986-01-24T20:38:23   -0.293397   1.586668   -7.231943   7.409770  -77.230   -65.686
1986-01-24T20:39:11   -0.275655   1.588504   -7.257622   7.434546  -77.282   -66.618
1986-01-24T20:39:59   -0.257914   1.590338   -7.283284   7.459356  -77.333   -67.551
1986-01-24T20:40:47   -0.240172   1.592168   -7.308936   7.484200  -77.382   -68.484
1986-01-24T20:41:35   -0.222430   1.593994   -7.334569   7.509078  -77.429   -69.418
1986-01-24T20:42:23   -0.204687   1.595819   -7.360193   7.533990  -77.474   -70.353
1986-01-24T20:43:11   -0.186944   1.597641   -7.385798   7.558935  -77.517   -71.287
1986-01-24T20:43:59   -0.169201   1.599459   -7.411393   7.583911  -77.559   -72.222
1986-01-24T20:44:47   -0.151457   1.601274   -7.436972   7.608919  -77.599   -73.156
1986-01-24T20:45:35   -0.133713   1.603086   -7.462542   7.633961  -77.637   -74.091
1986-01-24T20:46:23   -0.115969   1.604897   -7.488096   7.659033  -77.674   -75.025
1986-01-24T20:47:11   -0.098225   1.606704   -7.513636   7.684135  -77.709   -75.958
1986-01-24T20:47:59   -0.080480   1.608508   -7.539164   7.709269  -77.742   -76.891
1986-01-24T20:48:47   -0.062735   1.610309   -7.564679   7.734431  -77.774   -77.823
1986-01-24T20:49:35   -0.044990   1.612107   -7.590177   7.759626  -77.804   -78.753
1986-01-24T20:50:23   -0.027245   1.613904   -7.615667   7.784847  -77.833   -79.683
1986-01-24T20:51:11   -0.009501   1.615696   -7.641141   7.810102  -77.859   -80.612
1986-01-24T20:51:59    0.008245   1.617487   -7.666609   7.835384  -77.885   -81.539
1986-01-24T20:52:47    0.025990   1.619274   -7.692056   7.860693  -77.909   -82.465
1986-01-24T20:53:35    0.043735   1.621060   -7.717492   7.886032  -77.931   -83.389
1986-01-24T20:54:23    0.061480   1.622842   -7.742921   7.911400  -77.952   -84.312
1986-01-24T20:55:11    0.079224   1.624621   -7.768330   7.936794  -77.971   -85.231
1986-01-24T20:55:59    0.096969   1.626399   -7.793731   7.962216  -77.989   -86.150
1986-01-24T20:56:47    0.114713   1.628173   -7.819118   7.987665  -78.006   -87.066
1986-01-24T20:57:35    0.132457   1.629946   -7.844491   8.013142  -78.021   -87.980
1986-01-24T20:58:23    0.150201   1.631715   -7.869858   8.038644  -78.035   -88.892
1986-01-24T20:59:11    0.167945   1.633482   -7.895206   8.064173  -78.047   -89.801
1986-01-24T20:59:59    0.185689   1.635246   -7.920547   8.089726  -78.058   -90.707
